# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 298
#
# Samples: 26K of event 'cycles'
# Event count (approx.): 27671079937
#
# Overhead  Command          Shared Object                Symbol                                                   
# ........  ...............  ...........................  .........................................................
#
     0.02%  iperf3           [kernel.kallsyms]            [k] nf_nat_ipv6_in
     0.02%  iperf3           libiperf.so.0.0.0            [.] 0x0000000000009063
     0.02%  ksoftirqd/3      [kernel.kallsyms]            [k] __list_del_entry_valid
     0.02%  Xorg             Xorg                         [.] dixLookupResourceByType
     0.02%  iperf3           [kernel.kallsyms]            [k] napi_skb_free_stolen_head
     0.02%  iperf3           [kernel.kallsyms]            [k] netdev_core_pick_tx
     0.02%  swapper          [kernel.kallsyms]            [k] update_sd_lb_stats
     0.02%  iperf3           [kernel.kallsyms]            [k] interrupt_entry
     0.02%  iperf3           [kernel.kallsyms]            [k] skb_network_protocol
     0.02%  swapper          [kernel.kallsyms]            [k] cpu_startup_entry
     0.02%  iperf3           [kernel.kallsyms]            [k] conntrack_mt_v3
     0.02%  swapper          [kernel.kallsyms]            [k] update_ts_time_stats
     0.02%  iperf3           [kernel.kallsyms]            [k] skb_entail
     0.02%  iperf3           [kernel.kallsyms]            [k] tcp_rearm_rto
     0.02%  ksoftirqd/3      [kernel.kallsyms]            [k] memcpy_erms
     0.02%  iperf3           libc-2.29.so                 [.] __fdelt_warn
     0.02%  iperf3           [kernel.kallsyms]            [k] __release_sock
     0.02%  iperf3           [kernel.kallsyms]            [k] napi_schedule_prep
     0.02%  swapper          [kernel.kallsyms]            [k] _local_bh_enable
     0.02%  iperf3           [kernel.kallsyms]            [k] selinux_socket_sendmsg
     0.02%  iperf3           [kernel.kallsyms]            [k] bpf_fd_pass
     0.02%  swapper          [kernel.kallsyms]            [k] __list_del_entry_valid
     0.02%  swapper          [kernel.kallsyms]            [k] ktime_get
     0.02%  iperf3           [kernel.kallsyms]            [k] percpu_counter_add_batch
     0.02%  Xorg             libglamoregl.so              [.] 0x00000000000165ff
     0.02%  swapper          [kernel.kallsyms]            [k] cpuidle_not_available
     0.02%  swapper          [kernel.kallsyms]            [k] dst_destroy
     0.02%  iperf3           [kernel.kallsyms]            [k] sched_clock_cpu
     0.02%  iperf3           [kernel.kallsyms]            [k] tcp_current_mss
     0.02%  iperf3           libiperf.so.0.0.0            [.] iperf_tcp_send
     0.02%  iperf3           [kernel.kallsyms]            [k] remove_wait_queue
     0.02%  iperf3           [kernel.kallsyms]            [k] dequeue_task_fair
     0.02%  iperf3           [kernel.kallsyms]            [k] skb_push
     0.02%  iperf3           [kernel.kallsyms]            [k] nf_confirm
     0.02%  iperf3           [kernel.kallsyms]            [k] ip6_create_rt_rcu
     0.02%  swapper          [kernel.kallsyms]            [k] clockevents_program_event
     0.02%  iperf3           [kernel.kallsyms]            [k] tcp_v6_fill_cb
     0.02%  Web Content      libxul.so                    [.] 0x0000000003fe3b56
     0.02%  iperf3           [kernel.kallsyms]            [k] netif_rx
     0.02%  iperf3           [kernel.kallsyms]            [k] tcp_mstamp_refresh
     0.02%  iperf3           [kernel.kallsyms]            [k] should_fail_alloc_page
     0.02%  iperf3           [kernel.kallsyms]            [k] skb_gro_reset_offset
     0.02%  iperf3           [kernel.kallsyms]            [k] memcmp
     0.02%  iperf3           [kernel.kallsyms]            [k] __raise_softirq_irqoff
     0.02%  iperf3           [kernel.kallsyms]            [k] ipv6_conntrack_in
     0.02%  iperf3           [kernel.kallsyms]            [k] hrtimer_start_range_ns
     0.02%  swapper          [kernel.kallsyms]            [k] rcu_dynticks_eqs_exit
     0.02%  iperf3           [kernel.kallsyms]            [k] _copy_from_user
     0.02%  iperf3           [kernel.kallsyms]            [k] __slab_alloc
     0.02%  iperf3           [kernel.kallsyms]            [k] memset_erms
     0.02%  swapper          [kernel.kallsyms]            [k] pick_next_task_fair
     0.02%  iperf3           [kernel.kallsyms]            [k] ktime_get_seconds
     0.02%  iperf3           [kernel.kallsyms]            [k] __acct_update_integrals
     0.02%  iperf3           [kernel.kallsyms]            [k] new_slab
     0.02%  iperf3           [kernel.kallsyms]            [k] __put_compound_page
     0.02%  Xorg             [kernel.kallsyms]            [k] ironlake_enable_vblank
     0.02%  iperf3           libc-2.29.so                 [.] __errno_location
     0.02%  firefox          [kernel.kallsyms]            [k] osl_readw
     0.02%  iperf3           [kernel.kallsyms]            [k] dev_queue_xmit
     0.02%  iperf3           [kernel.kallsyms]            [k] bictcp_acked
     0.01%  swapper          [kernel.kallsyms]            [k] pm_qos_request
     0.01%  iperf3           [kernel.kallsyms]            [k] fput_many
     0.01%  iperf3           [kernel.kallsyms]            [k] intel_pstate_update_util
     0.01%  swapper          [kernel.kallsyms]            [k] rcu_needs_cpu
     0.01%  Xorg             libpixman-1.so.0.38.0        [.] 0x0000000000057aa0
     0.01%  Xorg             [kernel.kallsyms]            [k] __radix_tree_lookup
     0.01%  iperf3           [kernel.kallsyms]            [k] finish_task_switch
     0.01%  xfwm4            libGLX_mesa.so.0.0.0         [.] glPrimitiveBoundingBox
     0.01%  swapper          [kernel.kallsyms]            [k] tick_nohz_idle_enter
     0.01%  iperf3           [kernel.kallsyms]            [k] rcu_qs
     0.01%  xfwm4            [kernel.kallsyms]            [k] do_syscall_64
     0.01%  iperf3           [kernel.kallsyms]            [k] rcu_segcblist_enqueue
     0.01%  iperf3           [kernel.kallsyms]            [k] selinux_ipv6_postroute
     0.01%  iperf3           [kernel.kallsyms]            [k] tcp_rack_update_reo_wnd
     0.01%  swapper          [kernel.kallsyms]            [k] tick_check_broadcast_expired
     0.01%  iperf3           [kernel.kallsyms]            [k] kfree_skb
     0.01%  iperf3           [kernel.kallsyms]            [k] __skb_gso_segment
     0.01%  iperf3           [kernel.kallsyms]            [k] sk_stream_alloc_skb
     0.01%  Xorg             libc-2.29.so                 [.] _int_free
     0.01%  swapper          [kernel.kallsyms]            [k] update_rq_clock
     0.01%  iperf3           [kernel.kallsyms]            [k] kern_select
     0.01%  swapper          [kernel.kallsyms]            [k] __update_load_avg_cfs_rq
     0.01%  iperf3           [kernel.kallsyms]            [k] account_entity_dequeue
     0.01%  swapper          [kernel.kallsyms]            [k] rcu_cblist_dequeue
     0.01%  iperf3           [kernel.kallsyms]            [k] rw_verify_area
     0.01%  panel-12-netloa  [kernel.kallsyms]            [k] security_genfs_sid
     0.01%  iperf3           libiperf.so.0.0.0            [.] 0x0000000000009064
     0.01%  iperf3           [kernel.kallsyms]            [k] dst_release
     0.01%  swapper          [kernel.kallsyms]            [k] set_next_entity
     0.01%  iperf3           [kernel.kallsyms]            [k] switch_fpu_return
     0.01%  iperf3           [kernel.kallsyms]            [k] __x64_sys_read
     0.01%  iperf3           [kernel.kallsyms]            [k] run_timer_softirq
     0.01%  iperf3           [kernel.kallsyms]            [k] tcp_options_write
     0.01%  Xorg             [kernel.kallsyms]            [k] i915_gem_do_execbuffer
     0.01%  swapper          [kernel.kallsyms]            [k] run_posix_cpu_timers
     0.01%  iperf3           [kernel.kallsyms]            [k] free_compound_page
     0.01%  swapper          [kernel.kallsyms]            [k] timer_clear_idle
     0.01%  iperf3           [kernel.kallsyms]            [k] ipv6_ext_hdr
     0.01%  iperf3           [kernel.kallsyms]            [k] ip6table_security_hook
     0.01%  migration/1      [kernel.kallsyms]            [k] pick_next_task_fair
     0.01%  iperf3           [kernel.kallsyms]            [k] irqtime_account_process_tick.isra.0
     0.01%  swapper          [kernel.kallsyms]            [k] menu_reflect
     0.01%  iperf3           [kernel.kallsyms]            [k] ip6_dst_gc
     0.01%  swapper          [kernel.kallsyms]            [k] sched_clock_idle_wakeup_event
     0.01%  iperf3           [kernel.kallsyms]            [k] skb_condense
     0.01%  iperf3           libiperf.so.0.0.0            [.] 0x0000000000009233
     0.01%  iperf3           [kernel.kallsyms]            [k] tcp_gro_complete
     0.01%  rcu_sched        [kernel.kallsyms]            [k] find_busiest_group
     0.01%  swapper          [kernel.kallsyms]            [k] load_balance
     0.01%  swapper          [kernel.kallsyms]            [k] tick_nohz_tick_stopped
     0.01%  iperf3           [kernel.kallsyms]            [k] cpuacct_charge
     0.01%  iperf3           [kernel.kallsyms]            [k] rb_next
     0.01%  swapper          [kernel.kallsyms]            [k] irq_enter
     0.01%  iperf3           [kernel.kallsyms]            [k] __hrtimer_init
     0.01%  ksoftirqd/3      [kernel.kallsyms]            [k] rt6_uncached_list_del
     0.01%  iperf3           [kernel.kallsyms]            [k] rt6_find_cached_rt.isra.0
     0.01%  iperf3           [kernel.kallsyms]            [k] __tcp_ack_snd_check
     0.01%  swapper          [kernel.kallsyms]            [k] perf_pmu_disable.part.0
     0.01%  swapper          [kernel.kallsyms]            [k] cpuidle_governor_latency_req
     0.01%  iperf3           [kernel.kallsyms]            [k] timespec64_add_safe
     0.01%  xfwm4            libGLX.so.0.0.0              [.] 0x0000000000009dd4
     0.01%  iperf3           [kernel.kallsyms]            [k] enter_lazy_tlb
     0.01%  iperf3           [kernel.kallsyms]            [k] __mod_node_page_state
     0.01%  ActorThread      dropbox                      [.] _PyFunction_FastCallKeywords
     0.01%  Xorg             [kernel.kallsyms]            [k] drm_ioctl
     0.01%  iperf3           [kernel.kallsyms]            [k] __netif_receive_skb
     0.01%  iperf3           [kernel.kallsyms]            [k] check_cfs_rq_runtime
     0.01%  iperf3           [kernel.kallsyms]            [k] cpus_share_cache
     0.01%  iperf3           [kernel.kallsyms]            [k] __sk_flush_backlog
     0.01%  swapper          [kernel.kallsyms]            [k] schedule_idle
     0.01%  iperf3           [kernel.kallsyms]            [k] __vfs_read
     0.01%  swapper          [kernel.kallsyms]            [k] kmem_cache_free
     0.01%  iperf3           [kernel.kallsyms]            [k] ip6_rcv_finish
     0.01%  iperf3           [kernel.kallsyms]            [k] tcp_send_ack
     0.01%  iperf3           [kernel.kallsyms]            [k] selinux_socket_recvmsg
     0.01%  swapper          [kernel.kallsyms]            [k] nr_iowait_cpu
     0.01%  swapper          [kernel.kallsyms]            [k] __slab_free
     0.01%  swapper          [kernel.kallsyms]            [k] finish_task_switch
     0.01%  xfwm4            libgdk-3.so.0.2404.6         [.] 0x0000000000067c18
     0.01%  kworker/1:2-eve  [kernel.kallsyms]            [k] kthread_data
     0.01%  iperf3           [kernel.kallsyms]            [k] tick_sched_timer
     0.01%  iperf3           [kernel.kallsyms]            [k] tcp_release_cb
     0.01%  iperf3           [kernel.kallsyms]            [k] rt6_info_init
     0.01%  iperf3           [kernel.kallsyms]            [k] dst_init
     0.01%  swapper          [kernel.kallsyms]            [k] __x86_indirect_thunk_rax
     0.01%  Xorg             [kernel.kallsyms]            [k] entry_SYSCALL_64
     0.01%  Xorg             libc-2.29.so                 [.] __memcmp_sse4_1
     0.01%  iperf3           [kernel.kallsyms]            [k] ipv6_gro_complete
     0.01%  iperf3           [kernel.kallsyms]            [k] record_times
     0.01%  Xorg             Xorg                         [.] 0x000000000013771b
     0.01%  iperf3           [kernel.kallsyms]            [k] ttwu_do_wakeup
     0.01%  kworker/u16:1-e  [kernel.kallsyms]            [k] __vunmap
     0.01%  Xorg             [kernel.kallsyms]            [k] eb_lookup_vmas
     0.01%  Xorg             Xorg                         [.] xf86ScreenToScrn
     0.01%  iperf3           [kernel.kallsyms]            [k] enqueue_hrtimer
     0.01%  iperf3           [kernel.kallsyms]            [k] ip6_rt_copy_init
     0.01%  swapper          [kernel.kallsyms]            [k] update_fast_timekeeper
     0.01%  iperf3           [kernel.kallsyms]            [k] free_one_page
     0.01%  iperf3           [kernel.kallsyms]            [k] skb_copy_datagram_iter
     0.01%  iperf3           [kernel.kallsyms]            [k] put_prev_task_fair
     0.01%  swapper          [kernel.kallsyms]            [k] perf_event_task_tick
     0.01%  Xorg             libc-2.29.so                 [.] _int_malloc
     0.01%  xfwm4            [kernel.kallsyms]            [k] __fget
     0.01%  swapper          [kernel.kallsyms]            [k] put_prev_task_idle
     0.01%  iperf3           libiperf.so.0.0.0            [.] 0x0000000000008d94
     0.01%  iperf3           [vdso]                       [.] 0x00000000000005d0
     0.01%  iperf3           [kernel.kallsyms]            [k] _copy_from_iter_full
     0.01%  iperf3           [kernel.kallsyms]            [k] ip6table_filter_hook
     0.01%  kworker/u16:0-e  [kernel.kallsyms]            [k] drm_calc_vbltimestamp_from_scanoutpos
     0.01%  iperf3           [kernel.kallsyms]            [k] poll_freewait
     0.01%  swapper          [kernel.kallsyms]            [k] run_timer_softirq
     0.01%  iperf3           [kernel.kallsyms]            [k] native_load_tls
     0.01%  iperf3           [kernel.kallsyms]            [k] sock_write_iter
     0.01%  iperf3           [kernel.kallsyms]            [k] 0x00007fffc13ee57a
     0.01%  ksoftirqd/3      [kernel.kallsyms]            [k] __switch_to
     0.01%  iperf3           [kernel.kallsyms]            [k] tcp_rcv_space_adjust
     0.01%  iperf3           [kernel.kallsyms]            [k] hrtimer_try_to_cancel
     0.01%  iperf3           [kernel.kallsyms]            [k] task_tick_fair
     0.01%  iperf3           [kernel.kallsyms]            [k] passthru_features_check
     0.01%  xfwm4            [kernel.kallsyms]            [k] update_load_avg
     0.01%  iperf3           [kernel.kallsyms]            [k] pick_next_task_idle
     0.01%  Xorg             [kernel.kallsyms]            [k] syscall_return_via_sysret
     0.01%  iperf3           [kernel.kallsyms]            [k] skb_try_coalesce
     0.01%  iperf3           [kernel.kallsyms]            [k] tcp_chrono_stop
     0.01%  iperf3           [kernel.kallsyms]            [k] ipv6_conntrack_local
     0.01%  swapper          [kernel.kallsyms]            [k] sched_idle_set_state
     0.01%  iperf3           [kernel.kallsyms]            [k] tcp_push
     0.01%  iperf3           [kernel.kallsyms]            [k] rcu_sched_clock_irq
     0.01%  Xorg             libpthread-2.29.so           [.] __pthread_mutex_lock
     0.01%  swapper          [kernel.kallsyms]            [k] timerqueue_add
     0.01%  Xorg             [kernel.kallsyms]            [k] __fget
     0.01%  iperf3           [kernel.kallsyms]            [k] rcu_note_context_switch
     0.01%  xfwm4            [kernel.kallsyms]            [k] i915_gem_do_execbuffer
     0.01%  xfce4-terminal   libvte-2.91.so.0.5600.3      [.] 0x0000000000031edb
     0.01%  iperf3           [kernel.kallsyms]            [k] osl_readl
     0.01%  swapper          [kernel.kallsyms]            [k] tick_nohz_idle_got_tick
