# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 179
#
# Samples: 33K of event 'cycles'
# Event count (approx.): 25325405346
#
# Overhead  Command          Shared Object                           Symbol                                                      
# ........  ...............  ......................................  ............................................................
#
     0.00%  Timer            libxul.so                               [.] 0x000000000097346e
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000000f0a33
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000e3823
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6                    [.] 0x0000000000096643
     0.00%  panel-12-netloa  libpixman-1.so.0.38.0                   [.] pixman_region32_copy
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                 [.] g_slist_free
     0.00%  VIEW_AGGREGATOR  dropbox                                 [.] PyEval_SaveThread
     0.00%  panel-10-diskpe  [kernel.kallsyms]                       [k] blk_mq_queue_tag_busy_iter
     0.00%  xfce4-terminal   [kernel.kallsyms]                       [k] __fget_light
     0.00%  Xorg             [kernel.kallsyms]                       [k] ___sys_recvmsg
     0.00%  Xorg             libpixman-1.so.0.38.0                   [.] 0x00000000000587d9
     0.00%  panel-9-cpugrap  libX11.so.6.3.0                         [.] XCreatePixmap
     0.00%  xfwm4            libGLX.so.0.0.0                         [.] 0x00000000000072ae
     0.00%  panel-12-netloa  libgobject-2.0.so.0.6000.6              [.] g_signal_emit_valist
     0.00%  panel-9-cpugrap  libc-2.29.so                            [.] realloc
     0.00%  Web Content      libxul.so                               [.] 0x0000000003f921de
     0.00%  xfwm4            libgdk-3.so.0.2404.6                    [.] 0x0000000000070123
     0.00%  xfwm4            [kernel.kallsyms]                       [k] reservation_object_reserve_shared
     0.00%  panel-12-netloa  libpango-1.0.so.0.4300.0                [.] pango_attr_list_filter
     0.00%  rs:main Q:Reg    [kernel.kallsyms]                       [k] update_blocked_averages
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000187400
     0.00%  Timer            [kernel.kallsyms]                       [k] psi_task_change
     0.00%  Xorg             [kernel.kallsyms]                       [k] do_epoll_wait
     0.00%  Xorg             Xorg                                    [.] 0x00000000000f71e1
     0.00%  Xorg             nouveau_dri.so                          [.] 0x0000000000331355
     0.00%  Timer            firefox                                 [.] malloc
     0.00%  xfwm4            i965_dri.so                             [.] 0x0000000000205343
     0.00%  panel-12-netloa  libc-2.29.so                            [.] _int_free
     0.00%  panel-13-pulsea  libglib-2.0.so.0.6000.6                 [.] g_slice_alloc
     0.00%  dbus-broker      libc-2.29.so                            [.] __strcmp_sse2_unaligned
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] do_syscall_64
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000e15da
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000c51b4
     0.00%  panel-10-diskpe  libgtk-3.so.0.2404.6                    [.] 0x00000000001a1573
     0.00%  JS Watchdog      [vdso]                                  [.] 0x0000000000000622
     0.00%  Xorg             libglamoregl.so                         [.] 0x000000000001c148
     0.00%  Xorg             nouveau_dri.so                          [.] 0x000000000031cca3
     0.00%  xfwm4            libX11.so.6.3.0                         [.] 0x0000000000046809
     0.00%  xfwm4            [kernel.kallsyms]                       [k] update_min_vruntime
     0.00%  Xorg             Xorg                                    [.] 0x00000000001b8762
     0.00%  tmux: server     libevent-2.1.so.6.0.2                   [.] evsig_set_base_
     0.00%  Web Content      [JIT] tid 2598                          [.] 0x000005d40010d562
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000005deb84
     0.00%  xfwm4            libgdk-3.so.0.2404.6                    [.] 0x0000000000075e43
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000c85c4
     0.00%  Xorg             libc-2.29.so                            [.] __libc_calloc
     0.00%  panel-9-cpugrap  libcairo.so.2.11600.0                   [.] 0x00000000000470b3
     0.00%  panel-7-systeml  libc-2.29.so                            [.] __strcmp_sse2_unaligned
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] g_slist_foreach
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x0000000000020a19
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x000000000002a4a8
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001d4dea
     0.00%  Xorg             libglamoregl.so                         [.] 0x00000000000160f0
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000000ef231
     0.00%  swapper          [kernel.kallsyms]                       [k] queued_spin_lock_slowpath
     0.00%  Xorg             Xorg                                    [.] ResourceClientBits
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000201fd9
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6                    [.] 0x000000000008ee14
     0.00%  panel-12-netloa  libpangoft2-1.0.so.0.4300.0             [.] 0x000000000000c494
     0.00%  swapper          [kernel.kallsyms]                       [k] ep_poll_callback
     0.00%  Xorg             [kernel.kallsyms]                       [k] fsnotify
     0.00%  xfwm4            [kernel.kallsyms]                       [k] __fget_light
     0.00%  xfwm4            i965_dri.so                             [.] 0x000000000025e443
     0.00%  Xorg             nouveau_dri.so                          [.] 0x00000000000a740a
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001cce90
     0.00%  xfwm4            libxcb.so.1.1.0                         [.] 0x000000000000d3ef
     0.00%  Xorg             libGL.so.1.7.0                          [.] glScissor
     0.00%  panel-9-cpugrap  libgtk-x11-2.0.so.0.2400.32             [.] gtk_widget_queue_draw_area
     0.00%  perf             [kernel.kallsyms]                       [k] alloc_pages_current
     0.00%  Xorg             nouveau_dri.so                          [.] 0x0000000000505c21
     0.00%  Timer            [kernel.kallsyms]                       [k] entry_SYSCALL_64_after_hwframe
     0.00%  Xorg             libGLdispatch.so.0.0.0                  [.] __glDispatchCheckMultithreaded
     0.00%  Xorg             nouveau_dri.so                          [.] 0x0000000000331212
     0.00%  jbd2/sda4-8      [kernel.kallsyms]                       [k] blk_throtl_bio
     0.00%  Xorg             [kernel.kallsyms]                       [k] reservation_object_reserve_shared
     0.00%  xfwm4            [kernel.kallsyms]                       [k] skb_copy_datagram_iter
     0.00%  Xorg             [kernel.kallsyms]                       [k] __accumulate_pelt_segments
     0.00%  Xorg             Xorg                                    [.] 0x000000000013b113
     0.00%  gdbus            libgobject-2.0.so.0.6000.6              [.] g_type_check_instance_cast
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                   [.] 0x00000000000a2320
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                 [.] g_ptr_array_set_size
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000059f4b0
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000000e145b
     0.00%  gdbus            libglib-2.0.so.0.6000.6                 [.] g_variant_type_is_subtype_of
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                   [.] 0x00000000000227c3
     0.00%  panel-7-systeml  libdbus-1.so.3.19.11                    [.] 0x0000000000015e90
     0.00%  xfwm4            xfwm4                                   [.] 0x0000000000011af4
     0.00%  panel-9-cpugrap  libglib-2.0.so.0.6000.6                 [.] 0x000000000003d31a
     0.00%  Xorg             libglamoregl.so                         [.] 0x00000000000172ce
     0.00%  xfwm4            xfwm4                                   [.] 0x000000000001e400
     0.00%  Xorg             libpixman-1.so.0.38.0                   [.] pixman_region_init_rects
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] prepare_to_swait_event
     0.00%  xfwm4            [kernel.kallsyms]                       [k] should_failslab
     0.00%  Web Content      libxul.so                               [.] 0x0000000003befaf3
     0.00%  WebExtensions    [vdso]                                  [.] 0x0000000000000622
     0.00%  xscreensaver     libc-2.29.so                            [.] _IO_doallocbuf
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000002365b0
     0.00%  Xorg             libc-2.29.so                            [.] __getpagesize
     0.00%  Web Content      [JIT] tid 2523                          [.] 0x000032618d68effd
     0.00%  panel-10-diskpe  libglib-2.0.so.0.6000.6                 [.] 0x000000000004cb00
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000dae72
     0.00%  Timer            libxul.so                               [.] 0x0000000003e74343
     0.00%  systemd-journal  [kernel.kallsyms]                       [k] select_task_rq_fair
     0.00%  xfwm4            libglapi.so.0.0.0                       [.] 0x000000000000d78b
     0.00%  panel-7-systeml  libc-2.29.so                            [.] _int_malloc
     0.00%  xfwm4            libc-2.29.so                            [.] __memcmp_sse4_1
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6              [.] 0x000000000001ee18
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000caacf
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000dfaf3
     0.00%  firefox          [kernel.kallsyms]                       [k] entry_SYSCALL_64
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000002252c8
     0.00%  panel-7-systeml  [kernel.kallsyms]                       [k] avc_has_perm
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001cb0cc
     0.00%  panel-13-pulsea  [kernel.kallsyms]                       [k] unix_poll
     0.00%  xfwm4            libGLX_mesa.so.0.0.0                    [.] 0x000000000004c788
     0.00%  panel-9-cpugrap  [kernel.kallsyms]                       [k] __call_rcu
     0.00%  xfwm4            i965_dri.so                             [.] 0x0000000000204f21
     0.00%  P2P_DISCOVER     select.cpython-37m-x86_64-linux-gnu.so  [.] PySequence_Fast@plt
     0.00%  NetworkManager   libglib-2.0.so.0.6000.6                 [.] g_variant_format_string_scan
     0.00%  xfce4-terminal   [kernel.kallsyms]                       [k] selinux_socket_getpeersec_dgram
     0.00%  xfwm4            i965_dri.so                             [.] 0x000000000023f2d8
     0.00%  swapper          [kernel.kallsyms]                       [k] wlc_intrson
     0.00%  perf             perf                                    [.] 0x00000000002a2421
     0.00%  Web Content      [kernel.kallsyms]                       [k] syscall_return_via_sysret
     0.00%  swapper          [kernel.kallsyms]                       [k] wlc_ampdu_release_ordered
     0.00%  Xorg             libpixman-1.so.0.38.0                   [.] 0x0000000000059a13
     0.00%  Web Content      [JIT] tid 2473                          [.] 0x00000cadbf365040
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6                    [.] 0x0000000000094544
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6              [.] g_closure_unref
     0.00%  xfwm4            libxcb.so.1.1.0                         [.] 0x000000000000f48c
     0.00%  Xorg             libglamoregl.so                         [.] 0x000000000002657f
     0.00%  panel-12-netloa  libc-2.29.so                            [.] __dcigettext
     0.00%  Web Content      libxul.so                               [.] 0x000000000443f535
     0.00%  panel-7-systeml  libgobject-2.0.so.0.6000.6              [.] g_type_check_instance_cast
     0.00%  panel-12-netloa  libc-2.29.so                            [.] __strtod_internal
     0.00%  perf             [kernel.kallsyms]                       [k] add_to_page_cache_lru
     0.00%  Xorg             modesetting_drv.so                      [.] 0x000000000000b560
     0.00%  Chrome_~dThread  [kernel.kallsyms]                       [k] selinux_socket_getpeersec_dgram
     0.00%  swapper          [kernel.kallsyms]                       [k] ironlake_irq_handler
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] security_genfs_sid
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x0000000000020960
     0.00%  xfwm4            [kernel.kallsyms]                       [k] unix_poll
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] psi_task_change
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] __wake_up_bit
     0.00%  sleep            [kernel.kallsyms]                       [k] __tlb_remove_page_size
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] __call_rcu
     0.00%  xfwm4            i965_dri.so                             [.] 0x00000000005d81e9
     0.00%  VIEW_AGGREGATOR  dropbox                                 [.] PyType_GenericAlloc
     0.00%  xfwm4            i965_dri.so                             [.] 0x000000000023e973
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6                    [.] 0x0000000000093174
     0.00%  perf             [kernel.kallsyms]                       [k] ext4_es_can_be_merged
     0.00%  Xorg             [kernel.kallsyms]                       [k] entry_SYSCALL_64_after_hwframe
     0.00%  Xorg             libdrm_nouveau.so.2.0.0                 [.] 0x0000000000004cbc
     0.00%  Xorg             [kernel.kallsyms]                       [k] vfs_writev
     0.00%  jbd2/sda4-8      [kernel.kallsyms]                       [k] crc_80
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000018e47c
     0.00%  swapper          [kernel.kallsyms]                       [k] _local_bh_enable
     0.00%  Xorg             libglamoregl.so                         [.] 0x00000000000179db
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] 0x0000000000072af0
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] rcu_implicit_dynticks_qs
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6                    [.] 0x00000000003b1fbe
     0.00%  swapper          [kernel.kallsyms]                       [k] intel_pmu_disable_all
     0.00%  gdbus            libglib-2.0.so.0.6000.6                 [.] 0x0000000000095af0
     0.00%  panel-9-cpugrap  libc-2.29.so                            [.] __strcmp_sse2_unaligned
     0.00%  swapper          [kernel.kallsyms]                       [k] retint_kernel
     0.00%  panel-13-pulsea  libgobject-2.0.so.0.6000.6              [.] g_type_check_instance
     0.00%  panel-9-cpugrap  [kernel.kallsyms]                       [k] proc_misc_d_revalidate
     0.00%  panel-12-netloa  libglib-2.0.so.0.6000.6                 [.] g_strlcat
     0.00%  systemd-journal  libc-2.29.so                            [.] malloc
     0.00%  panel-10-diskpe  [kernel.kallsyms]                       [k] format_decode
     0.00%  xfce4-terminal   libcairo.so.2.11600.0                   [.] 0x000000000003ec86
     0.00%  ksoftirqd/3      [kernel.kallsyms]                       [k] finish_task_switch
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001f7aa3
     0.00%  swapper          [kernel.kallsyms]                       [k] call_cpuidle
     0.00%  xfwm4            libgdk-3.so.0.2404.6                    [.] 0x000000000006f10f
     0.00%  kworker/0:0-eve  [kernel.kallsyms]                       [k] xas_init_marks
     0.00%  gdbus            libglib-2.0.so.0.6000.6                 [.] g_pointer_bit_lock
     0.00%  Xorg             libGLdispatch.so.0.0.0                  [.] __glDispatchMakeCurrent
     0.00%  panel-9-cpugrap  libpthread-2.29.so                      [.] __pthread_mutex_lock
     0.00%  ksoftirqd/3      [kernel.kallsyms]                       [k] sched_clock
     0.00%  Xorg             Xorg                                    [.] 0x00000000001bc39b
     0.00%  xfce4-terminal   [kernel.kallsyms]                       [k] __hrtimer_init
     0.00%  xfwm4            libX11.so.6.3.0                         [.] 0x000000000001fd94
     0.00%  kworker/u16:1-i  [kernel.kallsyms]                       [k] update_sd_lb_stats
     0.00%  swapper          [kernel.kallsyms]                       [k] wlc_scb_clearstatebit_bsscfg
     0.00%  panel-7-systeml  [kernel.kallsyms]                       [k] __pollwait
     0.00%  panel-7-systeml  libcairo.so.2.11600.0                   [.] 0x000000000002a694
     0.00%  Xorg             nouveau_dri.so                          [.] 0x00000000005f8da5
     0.00%  panel-13-pulsea  libc-2.29.so                            [.] __strncmp_sse42
     0.00%  xfwm4            i965_dri.so                             [.] 0x000000000024b17e
     0.00%  Xorg             libgcc_s-9-20190503.so.1                [.] __popcountdi2
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] cpuacct_charge
     0.00%  WebExtensions    libxul.so                               [.] 0x0000000000958807
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x0000000000031edb
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000c8550
     0.00%  xfwm4            libdbus-1.so.3.19.11                    [.] 0x0000000000015e90
     0.00%  xfce4-terminal   libgdk-3.so.0.2404.6                    [.] 0x000000000004c6f3
     0.00%  Web Content      [kernel.kallsyms]                       [k] __update_load_avg_se
     0.00%  Web Content      libxul.so                               [.] 0x0000000000dea399
     0.00%  swapper          [kernel.kallsyms]                       [k] update_curr
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x00000000000209e0
     0.00%  NetworkManager   NetworkManager                          [.] 0x000000000013ad00
     0.00%  NetworkManager   [kernel.kallsyms]                       [k] selinux_capable
     0.00%  irqbalance       libc-2.29.so                            [.] __vfprintf_internal
     0.00%  P2P_DISCOVER     dropbox                                 [.] _PyCFunction_FastCallKeywords
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000016acd8
     0.00%  kworker/u16:1-i  [kernel.kallsyms]                       [k] update_blocked_averages
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] update_min_vruntime
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] __switch_to
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001ffcd2
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000e61b1
     0.00%  Web Content      libxul.so                               [.] 0x000000000409a603
     0.00%  Xorg             modesetting_drv.so                      [.] 0x00000000000080a3
     0.00%  sleep            [kernel.kallsyms]                       [k] unmap_page_range
     0.00%  swapper          [kernel.kallsyms]                       [k] note_interrupt
     0.00%  swapper          [kernel.kallsyms]                       [k] tick_sched_handle
     0.00%  panel-7-systeml  libc-2.29.so                            [.] __libc_calloc
     0.00%  Xorg             nouveau_dri.so                          [.] 0x00000000005f9754
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] delay_tsc
     0.00%  swapper          [kernel.kallsyms]                       [k] tcp_ack
     0.00%  swapper          [kernel.kallsyms]                       [k] notifier_call_chain
     0.00%  Web Content      libpthread-2.29.so                      [.] __errno_location
     0.00%  swapper          [kernel.kallsyms]                       [k] tick_sched_timer
     0.00%  xfwm4            [kernel.kallsyms]                       [k] switch_fpu_return
     0.00%  panel-9-cpugrap  [kernel.kallsyms]                       [k] seq_put_decimal_ull_width
     0.00%  Web Content      libxul.so                               [.] 0x000000000096e0be
     0.00%  Xorg             libGLdispatch.so.0.0.0                  [.] 0x000000000004060b
     0.00%  dbus-broker      dbus-broker                             [.] 0x00000000000045a4
     0.00%  Xorg             libEGL.so.1.1.0                         [.] 0x0000000000003f8a
     0.00%  LIST_LEGACY      dropbox                                 [.] subtype_dealloc
     0.00%  Xorg             Xorg                                    [.] WaitForSomething
     0.00%  panel-12-netloa  libc-2.29.so                            [.] _IO_file_seek
     0.00%  systemd-journal  [kernel.kallsyms]                       [k] unmap_mapping_pages
     0.00%  ksoftirqd/0      [kernel.kallsyms]                       [k] run_ksoftirqd
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000c5786
     0.00%  Xorg             libEGL.so.1.1.0                         [.] 0x0000000000003f60
     0.00%  xfwm4            [kernel.kallsyms]                       [k] _raw_spin_lock
     0.00%  Xorg             [kernel.kallsyms]                       [k] __switch_to
     0.00%  Xorg             Xorg                                    [.] 0x000000000012dcd3
     0.00%  JS Watchdog      [kernel.kallsyms]                       [k] update_curr
     0.00%  Web Content      libxul.so                               [.] 0x0000000000a62f80
     0.00%  Xorg             libglapi.so.0.0.0                       [.] 0x000000000000d380
     0.00%  gdbus            [kernel.kallsyms]                       [k] __calc_delta
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x0000000000020a4f
     0.00%  Web Content      libxul.so                               [.] 0x00000000008e6901
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] memcg_kmem_put_cache
     0.00%  Web Content      libxul.so                               [.] 0x0000000004588a13
     0.00%  panel-13-pulsea  libgio-2.0.so.0.6000.6                  [.] 0x0000000000103150
     0.00%  gdbus            [kernel.kallsyms]                       [k] __update_load_avg_se
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] format_decode
     0.00%  Xorg             libglapi.so.0.0.0                       [.] 0x0000000000010587
     0.00%  JS Watchdog      [kernel.kallsyms]                       [k] get_futex_key
     0.00%  swapper          [kernel.kallsyms]                       [k] __free_slab
     0.00%  WebExtensions    [JIT] tid 2390                          [.] 0x00000003d45cdfd9
     0.00%  WebExtensions    libxul.so                               [.] 0x00000000042476eb
     0.00%  panel-9-cpugrap  [kernel.kallsyms]                       [k] __fput
     0.00%  xfce4-terminal   libvte-2.91.so.0.5600.3                 [.] 0x000000000001d333
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] 0x000000000003c738
     0.00%  gdbus            [kernel.kallsyms]                       [k] iov_iter_init
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] get_mem_cgroup_from_mm
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] deactivate_task
     0.00%  Xorg             [kernel.kallsyms]                       [k] enqueue_entity
     0.00%  kworker/u16:2-i  [kernel.kallsyms]                       [k] drm_atomic_helper_wait_for_dependencies
     0.00%  xfwm4            [kernel.kallsyms]                       [k] schedule
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000c3623
     0.00%  Xorg             libglx.so                               [.] 0x0000000000027c85
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] update_curr
     0.00%  xfce4-terminal   libgobject-2.0.so.0.6000.6              [.] 0x0000000000017883
     0.00%  gmain            [kernel.kallsyms]                       [k] __hrtimer_init
     0.00%  kworker/1:1H-ev  [kernel.kallsyms]                       [k] drm_property_blob_put
     0.00%  xfce4-terminal   [kernel.kallsyms]                       [k] ldsem_down_read
     0.00%  xfwm4            libdbus-1.so.3.19.11                    [.] 0x000000000002fadd
     0.00%  Timer            [kernel.kallsyms]                       [k] update_cfs_group
     0.00%  kworker/u16:1-i  [kernel.kallsyms]                       [k] psi_task_change
     0.00%  Web Content      [kernel.kallsyms]                       [k] do_sys_poll
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000003b69de
     0.00%  panel-9-cpugrap  libc-2.29.so                            [.] __dcigettext
     0.00%  P2P_DISCOVER     dropbox                                 [.] PyArg_UnpackTuple
     0.00%  VIEW_AGGREGATOR  [kernel.kallsyms]                       [k] syscall_return_via_sysret
     0.00%  swapper          [kernel.kallsyms]                       [k] wlc_phy_chanspec_get
     0.00%  Web Content      libxul.so                               [.] 0x0000000000e180f0
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000ef260
     0.00%  xfce4-terminal   libxcb.so.1.1.0                         [.] xcb_connection_has_error
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] 0x000000000001be94
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000001da5a8
     0.00%  Web Content      firefox                                 [.] realloc
     0.00%  LIST_LEGACY      dropbox                                 [.] _PyEval_EvalFrameDefault
     0.00%  panel-9-cpugrap  libglib-2.0.so.0.6000.6                 [.] g_mutex_unlock
     0.00%  kworker/1:1H-ev  [kernel.kallsyms]                       [k] update_sd_lb_stats
     0.00%  swapper          [kernel.kallsyms]                       [k] find_busiest_group
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] g_pointer_bit_lock
     0.00%  Xorg             libdrm_nouveau.so.2.0.0                 [.] 0x0000000000004f53
     0.00%  Timer            libxul.so                               [.] 0x00000000009781c8
     0.00%  swapper          [kernel.kallsyms]                       [k] idle_cpu
     0.00%  Xorg             nouveau_dri.so                          [.] 0x000000000009b193
     0.00%  Xorg             libc-2.29.so                            [.] _IO_str_init_static_internal
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000000fb120
     0.00%  Xorg             [kernel.kallsyms]                       [k] __drm_mode_object_find
     0.00%  perf             [kernel.kallsyms]                       [k] __fget_light
     0.00%  perf             [kernel.kallsyms]                       [k] __ext4_get_inode_loc
     0.00%  gmain            [kernel.kallsyms]                       [k] file_has_perm
     0.00%  swapper          [kernel.kallsyms]                       [k] memchr_inv
     0.00%  perf             [kernel.kallsyms]                       [k] ext4_da_write_end
     0.00%  panel-7-systeml  libc-2.29.so                            [.] __libc_enable_asynccancel
     0.00%  swapper          [kernel.kallsyms]                       [k] _raw_spin_unlock_irqrestore
     0.00%  xscreensaver     libX11.so.6.3.0                         [.] _XSend
     0.00%  xfce4-terminal   [kernel.kallsyms]                       [k] __flush_work
     0.00%  swapper          [kernel.kallsyms]                       [k] bcm_find_wmeie
     0.00%  xfce4-terminal   libgtk-3.so.0.2404.6                    [.] 0x0000000000185ff7
     0.00%  panel-7-systeml  [kernel.kallsyms]                       [k] lockref_put_return
     0.00%  Timer            [kernel.kallsyms]                       [k] activate_task
     0.00%  JS Watchdog      [kernel.kallsyms]                       [k] update_blocked_averages
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                 [.] g_main_context_check
     0.00%  Web Content      [kernel.kallsyms]                       [k] wake_q_add_safe
     0.00%  Xorg             i965_dri.so                             [.] 0x0000000000215610
     0.00%  Xorg             [kernel.kallsyms]                       [k] ktime_get_ts64
     0.00%  swapper          [kernel.kallsyms]                       [k] hrtimer_get_next_event
     0.00%  P2P_DISCOVER     dropbox                                 [.] PyUnicode_AsUTF8
     0.00%  Xorg             [kernel.kallsyms]                       [k] security_socket_sendmsg
     0.00%  in:imjournal     [kernel.kallsyms]                       [k] do_syscall_64
     0.00%  gmain            [kernel.kallsyms]                       [k] __inode_security_revalidate
     0.00%  perf             [kernel.kallsyms]                       [k] __inode_security_revalidate
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] kfree
     0.00%  xfce4-terminal   libglib-2.0.so.0.6000.6                 [.] g_private_get
     0.00%  xfwm4            libxcb.so.1.1.0                         [.] 0x000000000000cb53
     0.00%  Xorg             Xorg                                    [.] dixLookupResourceByClass
     0.00%  swapper          [kernel.kallsyms]                       [k] nf_hook_slow
     0.00%  Web Content      libxul.so                               [.] 0x00000000042476cb
     0.00%  kworker/u16:1-i  [kernel.kallsyms]                       [k] intel_psr_flush
     0.00%  Gecko_IOThread   libxul.so                               [.] 0x0000000002dc91ea
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] d_splice_alias
     0.00%  sssd_be          libc-2.29.so                            [.] malloc
     0.00%  panel-13-pulsea  libglib-2.0.so.0.6000.6                 [.] g_datalist_id_get_data
     0.00%  panel-12-netloa  [kernel.kallsyms]                       [k] memcg_kmem_get_cache
     0.00%  panel-9-cpugrap  [kernel.kallsyms]                       [k] __inode_security_revalidate
     0.00%  xfwm4            libglib-2.0.so.0.6000.6                 [.] 0x000000000004d063
     0.00%  panel-7-systeml  [kernel.kallsyms]                       [k] __x64_sys_close
     0.00%  systemd-journal  [kernel.kallsyms]                       [k] 0x00007fffc01d33fd
     0.00%  perf             [kernel.kallsyms]                       [k] __fget
     0.00%  swapper          [kernel.kallsyms]                       [k] timekeeping_max_deferment
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000018c670
     0.00%  xfwm4            [kernel.kallsyms]                       [k] unix_destruct_scm
     0.00%  panel-7-systeml  [kernel.kallsyms]                       [k] rcu_segcblist_enqueue
     0.00%  kworker/u16:1-i  [kernel.kallsyms]                       [k] __list_del_entry_valid
     0.00%  kworker/2:1H-ev  [kernel.kallsyms]                       [k] load_balance
     0.00%  swapper          [kernel.kallsyms]                       [k] queue_work_on
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] dyntick_save_progress_counter
     0.00%  gdbus            [kernel.kallsyms]                       [k] unix_poll
     0.00%  swapper          [kernel.kallsyms]                       [k] wlc_scbfind
     0.00%  xfce4-terminal   [kernel.kallsyms]                       [k] tty_audit_add_data
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] __switch_to_asm
     0.00%  Xorg             [kernel.kallsyms]                       [k] rb_insert_color_cached
     0.00%  Web Content      libpthread-2.29.so                      [.] __pthread_mutex_unlock_usercnt
     0.00%  ksoftirqd/3      [kernel.kallsyms]                       [k] smpboot_thread_fn
     0.00%  Timer            [kernel.kallsyms]                       [k] __sched_text_start
     0.00%  rcu_sched        [kernel.kallsyms]                       [k] __prepare_to_swait
     0.00%  iperf3           [kernel.kallsyms]                       [k] ret_from_intr
     0.00%  swapper          [kernel.kallsyms]                       [k] idr_find
     0.00%  Web Content      firefox                                 [.] 0x000000000000f6a7
     0.00%  Xorg             [kernel.kallsyms]                       [k] unix_stream_sendmsg
     0.00%  Web Content      [kernel.kallsyms]                       [k] new_sync_write
