# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 223
#
# Samples: 27K of event 'cycles'
# Event count (approx.): 25727937029
#
# Overhead  Command          Shared Object                            Symbol                                                   
# ........  ...............  .......................................  .........................................................
#
     0.04%  iperf3           [kernel.kallsyms]                        [k] cpuacct_charge
     0.04%  iperf3           [kernel.kallsyms]                        [k] sk_reset_timer
     0.04%  xfwm4            libgdk-3.so.0.2404.6                     [.] 0x0000000000067c15
     0.04%  iperf3           [kernel.kallsyms]                        [k] ip6_dst_hoplimit
     0.04%  iperf3           [kernel.kallsyms]                        [k] __slab_alloc
     0.04%  ksoftirqd/1      [kernel.kallsyms]                        [k] bad_range
     0.04%  ksoftirqd/3      [kernel.kallsyms]                        [k] skb_try_coalesce
     0.04%  iperf3           [kernel.kallsyms]                        [k] dst_init
     0.04%  iperf3           [kernel.kallsyms]                        [k] memcpy
     0.04%  ksoftirqd/3      [kernel.kallsyms]                        [k] ip6_protocol_deliver_rcu
     0.04%  ksoftirqd/2      [kernel.kallsyms]                        [k] memcmp
     0.04%  ksoftirqd/0      [kernel.kallsyms]                        [k] 0x00007fffc13eea7d
     0.04%  iperf3           libiperf.so.0.0.0                        [.] iperf_recv
     0.03%  swapper          [kernel.kallsyms]                        [k] __sched_text_start
     0.03%  iperf3           libiperf.so.0.0.0                        [.] Nread
     0.03%  ksoftirqd/0      [kernel.kallsyms]                        [k] __cgroup_bpf_run_filter_skb
     0.03%  iperf3           [kernel.kallsyms]                        [k] copy_user_generic_unrolled
     0.03%  ksoftirqd/3      [kernel.kallsyms]                        [k] __inet6_lookup_established
     0.03%  iperf3           [kernel.kallsyms]                        [k] __ipv6_addr_type
     0.03%  iperf3           [kernel.kallsyms]                        [k] vfs_write
     0.03%  ksoftirqd/0      [kernel.kallsyms]                        [k] __x86_indirect_thunk_rax
     0.03%  Xorg             i965_dri.so                              [.] 0x000000000059aa53
     0.03%  iperf3           [kernel.kallsyms]                        [k] netif_rx
     0.03%  ksoftirqd/0      [kernel.kallsyms]                        [k] percpu_array_map_lookup_elem
     0.03%  ksoftirqd/1      [kernel.kallsyms]                        [k] __copy_skb_header
     0.03%  iperf3           [kernel.kallsyms]                        [k] ksys_write
     0.03%  ksoftirqd/2      [kernel.kallsyms]                        [k] __netif_receive_skb_one_core
     0.03%  iperf3           [kernel.kallsyms]                        [k] ip6_rcv_finish
     0.03%  iperf3           [kernel.kallsyms]                        [k] __hrtimer_run_queues
     0.03%  iperf3           [kernel.kallsyms]                        [k] __switch_to
     0.03%  swapper          [kernel.kallsyms]                        [k] switch_mm_irqs_off
     0.03%  ksoftirqd/0      [kernel.kallsyms]                        [k] should_failslab
     0.03%  iperf3           [kernel.kallsyms]                        [k] get_partial_node.isra.0.part.0
     0.03%  swapper          [kernel.kallsyms]                        [k] ip6_dst_destroy
     0.03%  iperf3           [kernel.kallsyms]                        [k] lock_sock_nested
     0.03%  iperf3           [kernel.kallsyms]                        [k] new_slab
     0.03%  ksoftirqd/2      [kernel.kallsyms]                        [k] eth_type_trans
     0.03%  ksoftirqd/1      [kernel.kallsyms]                        [k] kmem_cache_free
     0.03%  iperf3           [kernel.kallsyms]                        [k] skb_entail
     0.03%  ksoftirqd/3      [kernel.kallsyms]                        [k] tcp_v6_early_demux
     0.03%  iperf3           [kernel.kallsyms]                        [k] tcp_send_delayed_ack
     0.03%  iperf3           [kernel.kallsyms]                        [k] release_sock
     0.03%  Xorg             [kernel.kallsyms]                        [k] intel_engine_cmd_parser
     0.03%  iperf3           [kernel.kallsyms]                        [k] update_blocked_averages
     0.03%  iperf3           [kernel.kallsyms]                        [k] tcp_current_mss
     0.03%  ksoftirqd/3      [kernel.kallsyms]                        [k] inet6_ehashfn
     0.03%  iperf3           [kernel.kallsyms]                        [k] nf_nat_ipv6_in
     0.03%  iperf3           [kernel.kallsyms]                        [k] bictcp_cong_avoid
     0.03%  ksoftirqd/2      [kernel.kallsyms]                        [k] __build_skb_around
     0.03%  iperf3           [kernel.kallsyms]                        [k] nf_checksum
     0.03%  ksoftirqd/3      [kernel.kallsyms]                        [k] tcp_v6_fill_cb
     0.03%  Xorg             Xorg                                     [.] 0x000000000003fe03
     0.03%  iperf3           [kernel.kallsyms]                        [k] update_load_avg
     0.03%  iperf3           [kernel.kallsyms]                        [k] ipv6_skip_exthdr
     0.03%  iperf3           [kernel.kallsyms]                        [k] __fdget_pos
     0.03%  ksoftirqd/3      [kernel.kallsyms]                        [k] ip6_rcv_core.isra.0
     0.03%  ksoftirqd/3      [kernel.kallsyms]                        [k] _raw_spin_lock
     0.03%  ksoftirqd/1      [kernel.kallsyms]                        [k] ip6_dst_check
     0.03%  ksoftirqd/3      [kernel.kallsyms]                        [k] bad_range
     0.03%  iperf3           [kernel.kallsyms]                        [k] update_cfs_group
     0.03%  ksoftirqd/1      [kernel.kallsyms]                        [k] ip6_protocol_deliver_rcu
     0.03%  ksoftirqd/3      [kernel.kallsyms]                        [k] osl_readw
     0.03%  ksoftirqd/0      [kernel.kallsyms]                        [k] ip6_dst_check
     0.03%  ksoftirqd/2      [kernel.kallsyms]                        [k] free_unref_page
     0.03%  iperf3           [kernel.kallsyms]                        [k] ip6table_filter_hook
     0.03%  ksoftirqd/1      [kernel.kallsyms]                        [k] selinux_socket_sock_rcv_skb
     0.03%  iperf3           libiperf.so.0.0.0                        [.] iperf_tcp_send
     0.03%  iperf3           [kernel.kallsyms]                        [k] __raise_softirq_irqoff
     0.03%  ksoftirqd/1      [kernel.kallsyms]                        [k] inet6_ehashfn
     0.03%  iperf3           [kernel.kallsyms]                        [k] ipv6_ext_hdr
     0.03%  ksoftirqd/0      [kernel.kallsyms]                        [k] __list_del_entry_valid
     0.03%  iperf3           [kernel.kallsyms]                        [k] nf_ip6_checksum
     0.03%  iperf3           [kernel.kallsyms]                        [k] ip6_create_rt_rcu
     0.03%  ksoftirqd/0      [kernel.kallsyms]                        [k] queued_spin_lock_slowpath
     0.03%  iperf3           [kernel.kallsyms]                        [k] __nf_ct_refresh_acct
     0.03%  iperf3           [kernel.kallsyms]                        [k] timerqueue_add
     0.03%  Xorg             libpixman-1.so.0.38.0                    [.] pixman_region_copy
     0.03%  ksoftirqd/3      [kernel.kallsyms]                        [k] ip6_input
     0.03%  ksoftirqd/2      [kernel.kallsyms]                        [k] napi_gro_receive
     0.03%  iperf3           [kernel.kallsyms]                        [k] select_estimate_accuracy
     0.03%  iperf3           libc-2.29.so                             [.] __fdelt_warn
     0.03%  ksoftirqd/0      [kernel.kallsyms]                        [k] napi_gro_receive
     0.03%  ksoftirqd/3      [kernel.kallsyms]                        [k] netif_receive_skb_internal
     0.03%  iperf3           [kernel.kallsyms]                        [k] nf_confirm
     0.03%  iperf3           [kernel.kallsyms]                        [k] poll_select_copy_remaining
     0.03%  ksoftirqd/1      [kernel.kallsyms]                        [k] __slab_free
     0.03%  iperf3           [kernel.kallsyms]                        [k] add_wait_queue
     0.02%  ksoftirqd/0      [kernel.kallsyms]                        [k] skb_condense
     0.02%  iperf3           [kernel.kallsyms]                        [k] try_to_wake_up
     0.02%  tmux: server     tmux                                     [.] 0x0000000000045d00
     0.02%  Web Content      libglib-2.0.so.0.6000.6                  [.] g_mutex_lock
     0.02%  iperf3           [kernel.kallsyms]                        [k] tcp_options_write
     0.02%  iperf3           [kernel.kallsyms]                        [k] copyout
     0.02%  ksoftirqd/3      [kernel.kallsyms]                        [k] __alloc_pages_nodemask
     0.02%  iperf3           [kernel.kallsyms]                        [k] __netif_receive_skb
     0.02%  ksoftirqd/2      [kernel.kallsyms]                        [k] ipv6_rcv
     0.02%  ksoftirqd/2      [kernel.kallsyms]                        [k] kfree
     0.02%  iperf3           [kernel.kallsyms]                        [k] 0x00007fffc13eea69
     0.02%  ksoftirqd/0      [kernel.kallsyms]                        [k] __tcp_ack_snd_check
     0.02%  ksoftirqd/1      [kernel.kallsyms]                        [k] skb_free_head
     0.02%  ksoftirqd/0      [kernel.kallsyms]                        [k] ipv6_rcv
     0.02%  ksoftirqd/1      [kernel.kallsyms]                        [k] security_sock_rcv_skb
     0.02%  ksoftirqd/1      [kernel.kallsyms]                        [k] kmem_cache_alloc
     0.02%  iperf3           [kernel.kallsyms]                        [k] ip6table_raw_hook
     0.02%  iperf3           [kernel.kallsyms]                        [k] call_rcu
     0.02%  swapper          [kernel.kallsyms]                        [k] pm_qos_request
     0.02%  iperf3           libiperf.so.0.0.0                        [.] 0x0000000000009233
     0.02%  iperf3           [kernel.kallsyms]                        [k] tcp_filter
     0.02%  iperf3           [kernel.kallsyms]                        [k] iov_iter_advance
     0.02%  iperf3           [kernel.kallsyms]                        [k] rb_first
     0.02%  swapper          [kernel.kallsyms]                        [k] rt6_uncached_list_del
     0.02%  iperf3           [kernel.kallsyms]                        [k] __rt6_find_exception_rcu
     0.02%  iperf3           [kernel.kallsyms]                        [k] tcp_stream_memory_free
     0.02%  iperf3           [kernel.kallsyms]                        [k] __skb_gso_segment
     0.02%  swapper          [kernel.kallsyms]                        [k] osl_readl
     0.02%  swapper          [kernel.kallsyms]                        [k] do_idle
     0.02%  iperf3           [kernel.kallsyms]                        [k] ipv6_find_hdr
     0.02%  ksoftirqd/3      [kernel.kallsyms]                        [k] skb_release_data
     0.02%  iperf3           [kernel.kallsyms]                        [k] _copy_from_iter_full
     0.02%  ksoftirqd/3      [kernel.kallsyms]                        [k] kfree
     0.02%  ksoftirqd/2      [kernel.kallsyms]                        [k] tcp_v6_do_rcv
     0.02%  ksoftirqd/0      [kernel.kallsyms]                        [k] ip6_rcv_finish
     0.02%  iperf3           [kernel.kallsyms]                        [k] ksoftirqd_running
     0.02%  ksoftirqd/3      [kernel.kallsyms]                        [k] __build_skb_around
     0.02%  ksoftirqd/3      [kernel.kallsyms]                        [k] memcpy
     0.02%  ksoftirqd/2      [kernel.kallsyms]                        [k] __copy_skb_header
     0.02%  ksoftirqd/2      [kernel.kallsyms]                        [k] bad_range
     0.02%  ksoftirqd/2      [kernel.kallsyms]                        [k] dev_gro_receive
     0.02%  iperf3           [kernel.kallsyms]                        [k] core_sys_select
     0.02%  ksoftirqd/1      [kernel.kallsyms]                        [k] tcp_v6_rcv
     0.02%  iperf3           [kernel.kallsyms]                        [k] _raw_spin_unlock_irqrestore
     0.02%  iperf3           [kernel.kallsyms]                        [k] kern_select
     0.02%  Xorg             Xorg                                     [.] dixLookupResourceByType
     0.02%  ksoftirqd/1      [kernel.kallsyms]                        [k] ip6_rcv_core.isra.0
     0.02%  swapper          [kernel.kallsyms]                        [k] __update_load_avg_cfs_rq
     0.02%  iperf3           [kernel.kallsyms]                        [k] tcp_rearm_rto
     0.02%  ksoftirqd/2      [kernel.kallsyms]                        [k] ip6_input
     0.02%  iperf3           [kernel.kallsyms]                        [k] osl_readw
     0.02%  iperf3           [kernel.kallsyms]                        [k] __update_load_avg_se
     0.02%  iperf3           [kernel.kallsyms]                        [k] skb_clone
     0.02%  Xorg             libc-2.29.so                             [.] __memmove_sse2_unaligned_erms
     0.02%  ksoftirqd/2      [kernel.kallsyms]                        [k] rt6_uncached_list_del
     0.02%  ksoftirqd/3      [kernel.kallsyms]                        [k] ip6_dst_check
     0.02%  iperf3           [kernel.kallsyms]                        [k] tcp_rate_skb_delivered
     0.02%  iperf3           [kernel.kallsyms]                        [k] remove_wait_queue
     0.02%  ksoftirqd/1      [kernel.kallsyms]                        [k] nmi
     0.02%  iperf3           [kernel.kallsyms]                        [k] skb_copy_datagram_iter
